time_stamp_sec,position_x,position_y,heading_angle,velocity_x,velocity_y,omega,duty_cycle,delta,erpm
1704799515.8234959,0.26058365901311237,1.444887399673462,4.765478197728292,-6.331313506189053e-05,-7.838508105689376e-05,5.354624298714427e-05,0.0,0.0,0.0
1704799515.8471415,0.2605882187684377,1.444888432820638,4.765493575726644,-5.814519829647611e-05,-9.849610067113983e-05,0.00015658549647896937,0.0,0.0,0.0
1704799515.8638482,0.2605866491794586,1.4448867638905842,4.76549460887382,-3.185820082571883e-05,-6.449473196691583e-05,0.00014014497617595878,0.0,0.0,0.0
1704799515.8889322,0.2605801224708557,1.4448808828989665,4.765521828328268,1.1686465518377592e-05,-6.338539756777325e-06,0.0003033284766134973,0.0,0.0,0.0
1704799515.9065096,0.2605797549088796,1.4448754787445068,4.765516742065247,6.281720259045966e-05,1.2207265835790974e-06,0.00020067020125478163,0.0,0.0,0.0
1704799515.9230978,0.26058252652486164,1.4448694388071697,4.765525245661235,0.00011624094457735984,-2.444368226442841e-05,0.00025447263147713523,0.0,0.0,0.0
1704799515.93979,0.2605934242407481,1.4448687235514324,4.765522623056865,0.00010951886093003366,-0.0001322053759385476,0.00018344450674250023,0.0,0.0,0.0
1704799515.9561498,0.26059503356615704,1.4448716640472412,4.765528861676351,6.0479186038801526e-05,-0.00012800710234865223,0.00021769081206939338,0.0,0.0,0.0
1704799515.9728959,0.2605978846549988,1.4448750019073486,4.765546027814047,1.7269358690669004e-05,-0.000137046919627545,0.00035687709657634655,0.0,0.0,0.0
1704799515.9900315,0.26058732469876605,1.4448792934417725,4.765500807756877,-3.4683120140342166e-05,-9.122771714257952e-06,-0.00016170737157839693,0.0,0.0,0.0
1704799516.0136218,0.26058011253674823,1.444881836573283,4.765473230674561,-5.009993236438436e-05,4.422167827555639e-05,-0.0003357941677014325,0.0,0.0,0.0
1704799516.0304372,0.2605723738670349,1.4448869228363037,4.76544962723523,-9.772419810351963e-05,0.00011304122203477647,-0.0005197763778590223,0.0,0.0,0.0
1704799516.046971,0.26057207584381104,1.4448898633321126,4.765465323125021,-0.00011164202081737044,9.499670000486264e-05,-0.0002662886160968612,0.0,0.0,0.0
1704799516.0642755,0.2605798343817393,1.4448907772699993,4.765498185152507,-9.737781564341984e-05,5.078458292763163e-07,0.00010883373198400837,0.0,0.0,0.0
1704799516.090328,0.26058803995450336,1.4448883533477783,4.765513602887289,-6.166821564416793e-05,-5.292917829921789e-05,0.00019202215358697232,0.0,0.0,0.0
1704799516.1069012,0.2605936924616496,1.4448798894882202,4.765528543784913,4.027587543258057e-05,-9.797778501191188e-05,0.0003147106567883746,0.0,0.0,0.0
1704799516.1238809,0.26059016585350037,1.4448768695195515,4.765498661989665,6.208252610652822e-05,-4.361702271494838e-05,-4.349617212814677e-05,0.0,0.0,0.0
1704799516.1401772,0.26058199008305866,1.4448695182800293,4.7654776016818445,0.00012455599121077388,5.4566725442601755e-05,-0.0002591632079991541,0.0,0.0,0.0
1704799516.1581073,0.2605798542499542,1.444866379102071,4.765475138023194,0.00013272955846771315,6.773352317996465e-05,-0.00023861108058090928,0.0,0.0,0.0
1704799516.180447,0.2605814238389333,1.4448614120483398,4.765490436548686,0.00014821927441175265,4.6106689500599596e-05,-8.08870502950835e-05,0.0,0.0,0.0
1704799516.1968687,0.2605873644351959,1.4448614915211995,4.7655184904681605,0.00012510147713615347,-2.4181223771854038e-05,0.00022761465457480062,0.0,0.0,0.0
1704799516.2137754,0.2605900764465332,1.4448662598927815,4.765520040188925,5.615930885296858e-05,-5.03643680626942e-05,0.00020419385455498526,0.0,0.0,0.0
1704799516.2310383,0.260588417450587,1.4448680480321248,4.765549206728434,2.7129307371117366e-05,-2.5555310420612736e-05,0.00046984115750049174,0.0,0.0,0.0
